DELTA_E_AI,RECOMB_STRENGTH,INITAL_NAME,TRANSIENT_NAME,CHARGE_STATE
11927.0,1.2495203413871883,1s+2 2s+2 2p-2 2p+2(4)4,1s+1(1)1 2s+2 2p-2 2p+4,32
11802.0,2.6800905147525778,1s+2 2s+2 2p-2 2p+1(3)3,1s+1(1)1 2s+2 2p-2 2p+3(3)4,33
11822.0,1.5600192890590292,1s+2 2s+2 2p-2 2p+1(3)3,1s+1(1)1 2s+2 2p-2 2p+3(3)2,33
11905.0,1.9898997146545166e-06,1s+2 2s+2 2p-2 2p+1(3)3,1s+1(1)1 2s+2 2p-1(1)0 2p+4,33
11910.0,0.03704179996092817,1s+2 2s+2 2p-2 2p+1(3)3,1s+1(1)1 2s+2 2p-1(1)2 2p+4,33
12070.0,0.001903440940582341,1s+2 2s+2 2p-2 2p+1(3)3,1s+1(1)1 2s+1(1)2 2p-2 2p+4,33
12121.0,0.0034591183178984933,1s+2 2s+2 2p-2 2p+1(3)3,1s+1(1)1 2s+1(1)0 2p-2 2p+4,33
11675.0,5.889394036993466,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+2 2p-2 2p+2(4)5,34
11703.0,3.670928589356633,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+2 2p-2 2p+2(4)3,34
11710.0,1.6553179354403174,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+2 2p-2 2p+2(0)1,34
11776.0,0.08871360107757509,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+2 2p-1(1)0 2p+3(3)3,34
11790.0,0.009110130188834541,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+2 2p-1(1)2 2p+3(3)5,34
11797.0,0.03762670595752938,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+2 2p-1(1)2 2p+3(3)1,34
11808.0,0.0723755850227126,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+2 2p-1(1)2 2p+3(3)3,34
11902.0,0.00010592991602975136,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+2 2p+4,34
11904.0,4.953699999927224e-09,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+1(1)2 2p-2 2p+3(3)5,34
11933.0,0.0029858683996831876,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+1(1)2 2p-2 2p+3(3)3,34
11960.0,0.004133299467995144,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+1(1)2 2p-2 2p+3(3)1,34
11979.0,0.018158905781952527,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+1(1)0 2p-2 2p+3(3)3,34
12022.0,0.00044452874256998935,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+1(1)2 2p-1(1)1 2p+4,34
12048.0,0.0013162945775103151,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+1(1)2 2p-1(1)3 2p+4,34
12083.0,8.934493564011107e-05,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2s+1(1)0 2p-1(1)1 2p+4,34
12229.0,0.00018460979228880425,1s+2 2s+2 2p-2(0)0,1s+1(1)1 2p-2 2p+4,34
11470.0,4.1731395051040145,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p-2 2p+1(3)4,35
11498.0,4.5015078144795515,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p-2 2p+1(3)2,35
11559.0,4.4281034586213845,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p-1(1)0 2p+2(4)4,35
11575.0,3.573903311722767,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p-1(1)2 2p+2(4)6,35
11587.0,1.2911374248884135,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p-1(1)2 2p+2(4)2,35
11601.0,2.6264126697037278,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p-1(1)2 2p+2(4)4,35
11602.0,0.5313598237514887,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p-1(1)0 2p+2(0)0,35
11605.0,1.5916244775425141,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p-1(1)2 2p+2(0)2,35
11651.0,0.0,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-2 2p+2(4)6,35
11685.0,0.03286391610578088,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p+3(3)4,35
11692.0,0.00010241992469979159,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-2 2p+2(4)4,35
11703.0,0.0027682809834375715,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-2 2p+2(0)2,35
11706.0,0.057627815755863544,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+2 2p+3(3)2,35
11732.0,0.000729395723201646,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-2 2p+2(4)2,35
11739.0,2.0249997701523027e-05,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)0 2p-2 2p+2(4)4,35
11767.0,0.0137419793657329,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)0 2p-2 2p+2(0)0,35
11772.0,0.0005922269589108955,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-1(1)1 2p+3(3)4,35
11790.0,0.0,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-1(1)3 2p+3(3)6,35
11799.0,0.0015345794240938008,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-1(1)1 2p+3(3)2,35
11822.0,0.0018143811247953354,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-1(1)3 2p+3(3)4,35
11836.0,0.005295900176603126,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p-1(1)3 2p+3(3)0,35
11836.0,0.011848723325059084,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)0 2p-1(1)1 2p+3(3)2,35
11852.0,0.0070083896914512785,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)0 2p-1(1)1 2p+3(3)2,35
11856.0,0.018557284065923833,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)0 2p-1(1)1 2p+3(3)4,35
11928.0,0.0008357834884879218,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)2 2p+4,35
11963.0,4.144399878714357e-06,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2p-2 2p+3(3)4,35
11966.0,0.0001188394454268514,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2s+1(1)0 2p+4,35
11984.0,1.2177998865644071e-05,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2p-2 2p+3(3)2,35
12068.0,0.0001035296226317715,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2p-1(1)0 2p+4,35
12074.0,0.0003088092480316621,1s+2 2s+2 2p-1(1)1,1s+1(1)1 2p-1(1)2 2p+4,35
11266.0,1.286316341556634,1s+2 2s+2(0)0,1s+1(1)1 2s+2 2p-2,36
